Table S6. Two population symmetrical test with qpWave, the outgroups was set as ANC5					
pop_fix	pop_test	p_rank0_tail	p_rank1_tail	p_rank0_taildiff	p_rank1_taildiff
NOR-ROY	EST-PUR	8.01E-07	1	1	8.01E-07
NOR-ROY	SWE-BOL	5.30E-06	1	1	5.30E-06
NOR-ROY	FIN-HAM	1.62E-05	1	1	1.62E-05
NOR-ROY	FIN-KIV	2.07E-09	1	1	2.07E-09
NOR-ROY	SWE-BYN	4.95E-14	1	1	4.95E-14
NOR-ROY	SWE-ABB	1.91E-12	1	1	1.91E-12
NOR-ROY	SWE-HAN	3.41E-19	1	1	3.41E-19
NOR-ROY	SWE-NAV	1.20E-10	1	1	1.20E-10
NOR-ROY	SWE-KIR	7.60E-19	1	1	7.60E-19
NOR-ROY	FIN-RII	3.05E-16	1	1	3.05E-16
NOR-ROY	FIN-KEV	1.98E-14	1	1	1.98E-14
NOR-ROY	FIN-PUL	3.36E-13	1	1	3.36E-13
NOR-ROY	FIN-UKO	3.01E-18	1	1	3.01E-18
NOR-ROY	FIN-KAR	2.99E-18	1	1	2.99E-18
NOR-ROY	FIN-KRK	1.16E-20	1	1	1.16E-20
NOR-ROY	FIN-PYO	4.92E-13	1	1	4.92E-13
NOR-ROY	FIN-RYT	3.38E-19	1	1	3.38E-19
NOR-ROY	RUS-MAS	1.80E-30	1	1	1.80E-30
NOR-ROY	RUS-KRU	1.70E-29	1	1	1.70E-29
NOR-ROY	RUS-BOL	4.24E-33	1	1	4.24E-33
NOR-ROY	RUS-LEV	7.38E-32	1	1	7.38E-32
POL-GDY	LAT-JAU	3.98E-07	1	1	3.98E-07
POL-GDY	SWE-GOT	1.82E-37	1	1	1.82E-37
POL-GDY	FIN-SEI	1.11E-43	1	1	1.11E-43
POL-GDY	FIN-HEL	5.05E-47	1	1	5.05E-47
POL-GDY	FIN-TVA	2.76E-53	1	1	2.76E-53
POL-GDY	EST-PUR	1.75E-47	1	1	1.75E-47
POL-GDY	SWE-BOL	7.36E-45	1	1	7.36E-45
POL-GDY	FIN-HAM	4.73E-44	1	1	4.73E-44
POL-GDY	FIN-KIV	1.02E-41	1	1	1.02E-41
POL-GDY	SWE-BYN	2.96E-25	1	1	2.96E-25
POL-GDY	SWE-ABB	3.87E-27	1	1	3.87E-27
POL-GDY	SWE-HAN	1.08E-33	1	1	1.08E-33
POL-GDY	SWE-NAV	6.89E-22	1	1	6.89E-22
POL-GDY	SWE-KIR	2.54E-33	1	1	2.54E-33
POL-GDY	FIN-RII	1.57E-33	1	1	1.57E-33
POL-GDY	FIN-KEV	3.47E-25	1	1	3.47E-25
POL-GDY	FIN-PUL	2.09E-22	1	1	2.09E-22
POL-GDY	FIN-UKO	3.82E-33	1	1	3.82E-33
POL-GDY	FIN-KAR	3.85E-36	1	1	3.85E-36
POL-GDY	FIN-KRK	4.64E-35	1	1	4.64E-35
POL-GDY	FIN-PYO	5.90E-25	1	1	5.90E-25
POL-GDY	FIN-RYT	1.51E-26	1	1	1.51E-26
POL-GDY	RUS-MAS	1.55E-54	1	1	1.55E-54
POL-GDY	RUS-KRU	4.86E-51	1	1	4.86E-51
POL-GDY	RUS-BOL	1.45E-54	1	1	1.45E-54
POL-GDY	RUS-LEV	2.16E-55	1	1	2.16E-55
LAT-JAU	SWE-GOT	0.000105	1	1	0.000105
LAT-JAU	FIN-SEI	0.00042	1	1	0.00042
LAT-JAU	FIN-HEL	3.53E-08	1	1	3.53E-08
LAT-JAU	FIN-TVA	2.09E-07	1	1	2.09E-07
LAT-JAU	EST-PUR	7.10E-10	1	1	7.10E-10
LAT-JAU	SWE-BOL	7.26E-10	1	1	7.26E-10
LAT-JAU	FIN-HAM	2.26E-07	1	1	2.26E-07
LAT-JAU	FIN-KIV	2.48E-12	1	1	2.48E-12
LAT-JAU	SWE-BYN	1.18E-14	1	1	1.18E-14
LAT-JAU	SWE-ABB	8.14E-18	1	1	8.14E-18
LAT-JAU	SWE-HAN	1.31E-24	1	1	1.31E-24
LAT-JAU	SWE-NAV	1.53E-12	1	1	1.53E-12
LAT-JAU	SWE-KIR	4.38E-22	1	1	4.38E-22
LAT-JAU	FIN-RII	8.59E-23	1	1	8.59E-23
LAT-JAU	FIN-KEV	1.46E-18	1	1	1.46E-18
LAT-JAU	FIN-PUL	6.36E-16	1	1	6.36E-16
LAT-JAU	FIN-UKO	2.13E-24	1	1	2.13E-24
LAT-JAU	FIN-KAR	6.37E-26	1	1	6.37E-26
LAT-JAU	FIN-KRK	1.72E-26	1	1	1.72E-26
LAT-JAU	FIN-PYO	4.43E-18	1	1	4.43E-18
LAT-JAU	FIN-RYT	1.15E-21	1	1	1.15E-21
LAT-JAU	RUS-MAS	2.53E-39	1	1	2.53E-39
LAT-JAU	RUS-KRU	6.51E-37	1	1	6.51E-37
LAT-JAU	RUS-BOL	6.88E-42	1	1	6.88E-42
LAT-JAU	RUS-LEV	4.80E-41	1	1	4.80E-41
SWE-GOT	FIN-SEI	0.651284	1	1	0.651284
SWE-GOT	FIN-HEL	0.009555	1	1	0.009555
SWE-GOT	FIN-TVA	0.085851	1	1	0.085851
SWE-GOT	EST-PUR	2.21E-05	1	1	2.21E-05
SWE-GOT	SWE-BOL	5.45E-07	1	1	5.45E-07
SWE-GOT	FIN-HAM	0.0016	1	1	0.0016
SWE-GOT	FIN-KIV	5.02E-08	1	1	5.02E-08
SWE-GOT	SWE-BYN	1.15E-12	1	1	1.15E-12
SWE-GOT	SWE-ABB	7.53E-11	1	1	7.53E-11
SWE-GOT	SWE-HAN	9.24E-19	1	1	9.24E-19
SWE-GOT	SWE-NAV	2.01E-10	1	1	2.01E-10
SWE-GOT	SWE-KIR	3.93E-20	1	1	3.93E-20
SWE-GOT	FIN-RII	4.77E-19	1	1	4.77E-19
SWE-GOT	FIN-KEV	7.78E-14	1	1	7.78E-14
SWE-GOT	FIN-PUL	2.44E-11	1	1	2.44E-11
SWE-GOT	FIN-UKO	7.61E-20	1	1	7.61E-20
SWE-GOT	FIN-KAR	6.35E-20	1	1	6.35E-20
SWE-GOT	FIN-KRK	1.75E-19	1	1	1.75E-19
SWE-GOT	FIN-PYO	5.98E-13	1	1	5.98E-13
SWE-GOT	FIN-RYT	2.40E-16	1	1	2.40E-16
SWE-GOT	RUS-MAS	6.98E-36	1	1	6.98E-36
SWE-GOT	RUS-KRU	1.04E-33	1	1	1.04E-33
SWE-GOT	RUS-BOL	6.49E-38	1	1	6.49E-38
SWE-GOT	RUS-LEV	2.57E-37	1	1	2.57E-37
FIN-SEI	FIN-HEL	0.001143	1	1	0.001143
FIN-SEI	FIN-TVA	0.11311	1	1	0.11311
FIN-SEI	EST-PUR	5.00E-05	1	1	5.00E-05
FIN-SEI	SWE-BOL	2.70E-09	1	1	2.70E-09
FIN-SEI	FIN-HAM	0.002413	1	1	0.002413
FIN-SEI	FIN-KIV	3.75E-08	1	1	3.75E-08
FIN-SEI	SWE-BYN	4.71E-12	1	1	4.71E-12
FIN-SEI	SWE-ABB	8.67E-11	1	1	8.67E-11
FIN-SEI	SWE-HAN	2.76E-17	1	1	2.76E-17
FIN-SEI	SWE-NAV	5.80E-10	1	1	5.80E-10
FIN-SEI	SWE-KIR	2.86E-19	1	1	2.86E-19
FIN-SEI	FIN-RII	1.48E-18	1	1	1.48E-18
FIN-SEI	FIN-KEV	7.84E-14	1	1	7.84E-14
FIN-SEI	FIN-PUL	1.21E-11	1	1	1.21E-11
FIN-SEI	FIN-UKO	3.45E-20	1	1	3.45E-20
FIN-SEI	FIN-KAR	8.60E-21	1	1	8.60E-21
FIN-SEI	FIN-KRK	2.85E-21	1	1	2.85E-21
FIN-SEI	FIN-PYO	7.03E-14	1	1	7.03E-14
FIN-SEI	FIN-RYT	1.28E-16	1	1	1.28E-16
FIN-SEI	RUS-MAS	2.16E-37	1	1	2.16E-37
FIN-SEI	RUS-KRU	4.84E-35	1	1	4.84E-35
FIN-SEI	RUS-BOL	4.22E-39	1	1	4.22E-39
FIN-SEI	RUS-LEV	8.99E-38	1	1	8.99E-38
FIN-HEL	FIN-TVA	0.129093	1	1	0.129093
FIN-HEL	EST-PUR	0.019458	1	1	0.019458
FIN-HEL	SWE-BOL	0.328831	1	1	0.328831
FIN-HEL	FIN-HAM	0.065919	1	1	0.065919
FIN-HEL	FIN-KIV	0.006433	1	1	0.006433
FIN-HEL	SWE-BYN	1.22E-10	1	1	1.22E-10
FIN-HEL	SWE-ABB	1.79E-08	1	1	1.79E-08
FIN-HEL	SWE-HAN	6.38E-16	1	1	6.38E-16
FIN-HEL	SWE-NAV	3.81E-08	1	1	3.81E-08
FIN-HEL	SWE-KIR	2.83E-18	1	1	2.83E-18
FIN-HEL	FIN-RII	2.77E-16	1	1	2.77E-16
FIN-HEL	FIN-KEV	1.41E-11	1	1	1.41E-11
FIN-HEL	FIN-PUL	3.96E-10	1	1	3.96E-10
FIN-HEL	FIN-UKO	3.10E-17	1	1	3.10E-17
FIN-HEL	FIN-KAR	3.91E-19	1	1	3.91E-19
FIN-HEL	FIN-KRK	4.11E-19	1	1	4.11E-19
FIN-HEL	FIN-PYO	1.32E-12	1	1	1.32E-12
FIN-HEL	FIN-RYT	1.34E-15	1	1	1.34E-15
FIN-HEL	RUS-MAS	2.40E-35	1	1	2.40E-35
FIN-HEL	RUS-KRU	1.49E-31	1	1	1.49E-31
FIN-HEL	RUS-BOL	1.03E-37	1	1	1.03E-37
FIN-HEL	RUS-LEV	2.28E-36	1	1	2.28E-36
FIN-TVA	EST-PUR	0.05518	1	1	0.05518
FIN-TVA	SWE-BOL	0.016404	1	1	0.016404
FIN-TVA	FIN-HAM	0.591718	1	1	0.591718
FIN-TVA	FIN-KIV	0.00254	1	1	0.00254
FIN-TVA	SWE-BYN	1.22E-11	1	1	1.22E-11
FIN-TVA	SWE-ABB	9.75E-10	1	1	9.75E-10
FIN-TVA	SWE-HAN	3.07E-16	1	1	3.07E-16
FIN-TVA	SWE-NAV	1.82E-08	1	1	1.82E-08
FIN-TVA	SWE-KIR	8.00E-19	1	1	8.00E-19
FIN-TVA	FIN-RII	1.27E-16	1	1	1.27E-16
FIN-TVA	FIN-KEV	4.24E-12	1	1	4.24E-12
FIN-TVA	FIN-PUL	2.54E-10	1	1	2.54E-10
FIN-TVA	FIN-UKO	1.52E-17	1	1	1.52E-17
FIN-TVA	FIN-KAR	1.02E-18	1	1	1.02E-18
FIN-TVA	FIN-KRK	1.11E-18	1	1	1.11E-18
FIN-TVA	FIN-PYO	1.42E-12	1	1	1.42E-12
FIN-TVA	FIN-RYT	1.58E-15	1	1	1.58E-15
FIN-TVA	RUS-MAS	2.67E-34	1	1	2.67E-34
FIN-TVA	RUS-KRU	2.47E-31	1	1	2.47E-31
FIN-TVA	RUS-BOL	4.51E-37	1	1	4.51E-37
FIN-TVA	RUS-LEV	3.11E-36	1	1	3.11E-36
EST-PUR	SWE-BOL	0.479675	1	1	0.479675
EST-PUR	FIN-HAM	0.526755	1	1	0.526755
EST-PUR	FIN-KIV	0.46698	1	1	0.46698
EST-PUR	SWE-BYN	1.23E-08	1	1	1.23E-08
EST-PUR	SWE-ABB	1.15E-07	1	1	1.15E-07
EST-PUR	SWE-HAN	7.95E-13	1	1	7.95E-13
EST-PUR	SWE-NAV	5.75E-07	1	1	5.75E-07
EST-PUR	SWE-KIR	1.82E-15	1	1	1.82E-15
EST-PUR	FIN-RII	2.63E-14	1	1	2.63E-14
EST-PUR	FIN-KEV	3.81E-10	1	1	3.81E-10
EST-PUR	FIN-PUL	3.48E-08	1	1	3.48E-08
EST-PUR	FIN-UKO	8.90E-15	1	1	8.90E-15
EST-PUR	FIN-KAR	2.34E-15	1	1	2.34E-15
EST-PUR	FIN-KRK	6.11E-16	1	1	6.11E-16
EST-PUR	FIN-PYO	3.24E-10	1	1	3.24E-10
EST-PUR	FIN-RYT	4.20E-13	1	1	4.20E-13
EST-PUR	RUS-MAS	1.51E-32	1	1	1.51E-32
EST-PUR	RUS-KRU	9.19E-28	1	1	9.19E-28
EST-PUR	RUS-BOL	8.84E-33	1	1	8.84E-33
EST-PUR	RUS-LEV	6.67E-31	1	1	6.67E-31
SWE-BOL	FIN-HAM	0.095801	1	1	0.095801
SWE-BOL	FIN-KIV	0.246563	1	1	0.246563
SWE-BOL	SWE-BYN	1.17E-08	1	1	1.17E-08
SWE-BOL	SWE-ABB	7.21E-07	1	1	7.21E-07
SWE-BOL	SWE-HAN	6.73E-13	1	1	6.73E-13
SWE-BOL	SWE-NAV	2.70E-06	1	1	2.70E-06
SWE-BOL	SWE-KIR	6.33E-17	1	1	6.33E-17
SWE-BOL	FIN-RII	3.47E-15	1	1	3.47E-15
SWE-BOL	FIN-KEV	1.76E-10	1	1	1.76E-10
SWE-BOL	FIN-PUL	4.14E-09	1	1	4.14E-09
SWE-BOL	FIN-UKO	4.91E-16	1	1	4.91E-16
SWE-BOL	FIN-KAR	4.12E-17	1	1	4.12E-17
SWE-BOL	FIN-KRK	1.03E-16	1	1	1.03E-16
SWE-BOL	FIN-PYO	3.07E-11	1	1	3.07E-11
SWE-BOL	FIN-RYT	1.67E-14	1	1	1.67E-14
SWE-BOL	RUS-MAS	4.43E-30	1	1	4.43E-30
SWE-BOL	RUS-KRU	1.83E-27	1	1	1.83E-27
SWE-BOL	RUS-BOL	6.33E-34	1	1	6.33E-34
SWE-BOL	RUS-LEV	6.38E-35	1	1	6.38E-35
FIN-HAM	FIN-KIV	0.055482	1	1	0.055482
FIN-HAM	SWE-BYN	1.15E-09	1	1	1.15E-09
FIN-HAM	SWE-ABB	1.38E-08	1	1	1.38E-08
FIN-HAM	SWE-HAN	6.29E-14	1	1	6.29E-14
FIN-HAM	SWE-NAV	3.53E-08	1	1	3.53E-08
FIN-HAM	SWE-KIR	3.46E-17	1	1	3.46E-17
FIN-HAM	FIN-RII	2.10E-16	1	1	2.10E-16
FIN-HAM	FIN-KEV	5.21E-12	1	1	5.21E-12
FIN-HAM	FIN-PUL	2.83E-09	1	1	2.83E-09
FIN-HAM	FIN-UKO	5.30E-18	1	1	5.30E-18
FIN-HAM	FIN-KAR	8.89E-19	1	1	8.89E-19
FIN-HAM	FIN-KRK	7.67E-19	1	1	7.67E-19
FIN-HAM	FIN-PYO	9.99E-12	1	1	9.99E-12
FIN-HAM	FIN-RYT	1.13E-14	1	1	1.13E-14
FIN-HAM	RUS-MAS	3.50E-35	1	1	3.50E-35
FIN-HAM	RUS-KRU	2.42E-30	1	1	2.42E-30
FIN-HAM	RUS-BOL	6.88E-37	1	1	6.88E-37
FIN-HAM	RUS-LEV	1.04E-35	1	1	1.04E-35
FIN-KIV	SWE-BYN	5.79E-09	1	1	5.79E-09
FIN-KIV	SWE-ABB	7.76E-07	1	1	7.76E-07
FIN-KIV	SWE-HAN	4.28E-13	1	1	4.28E-13
FIN-KIV	SWE-NAV	2.18E-07	1	1	2.18E-07
FIN-KIV	SWE-KIR	6.44E-16	1	1	6.44E-16
FIN-KIV	FIN-RII	4.92E-15	1	1	4.92E-15
FIN-KIV	FIN-KEV	9.35E-11	1	1	9.35E-11
FIN-KIV	FIN-PUL	3.26E-08	1	1	3.26E-08
FIN-KIV	FIN-UKO	2.35E-16	1	1	2.35E-16
FIN-KIV	FIN-KAR	9.61E-17	1	1	9.61E-17
FIN-KIV	FIN-KRK	3.40E-16	1	1	3.40E-16
FIN-KIV	FIN-PYO	3.78E-11	1	1	3.78E-11
FIN-KIV	FIN-RYT	1.01E-13	1	1	1.01E-13
FIN-KIV	RUS-MAS	9.43E-30	1	1	9.43E-30
FIN-KIV	RUS-KRU	2.90E-28	1	1	2.90E-28
FIN-KIV	RUS-BOL	1.03E-33	1	1	1.03E-33
FIN-KIV	RUS-LEV	2.03E-36	1	1	2.03E-36
SWE-BYN	SWE-ABB	0.375542	1	1	0.375542
SWE-BYN	SWE-HAN	0.066731	1	1	0.066731
SWE-BYN	SWE-NAV	0.501675	1	1	0.501675
SWE-BYN	SWE-KIR	0.319928	1	1	0.319928
SWE-BYN	FIN-RII	0.508876	1	1	0.508876
SWE-BYN	FIN-KEV	0.242954	1	1	0.242954
SWE-BYN	FIN-PUL	0.378438	1	1	0.378438
SWE-BYN	FIN-UKO	0.344919	1	1	0.344919
SWE-BYN	FIN-KAR	0.586867	1	1	0.586867
SWE-BYN	FIN-KRK	0.098334	1	1	0.098334
SWE-BYN	FIN-PYO	0.412156	1	1	0.412156
SWE-BYN	FIN-RYT	0.140669	1	1	0.140669
SWE-BYN	RUS-MAS	0.005135	1	1	0.005135
SWE-BYN	RUS-KRU	0.002606	1	1	0.002606
SWE-BYN	RUS-BOL	0.00724	1	1	0.00724
SWE-BYN	RUS-LEV	0.01077	1	1	0.01077
SWE-ABB	SWE-HAN	0.000699	1	1	0.000699
SWE-ABB	SWE-NAV	0.7115	1	1	0.7115
SWE-ABB	SWE-KIR	0.001185	1	1	0.001185
SWE-ABB	FIN-RII	0.011389	1	1	0.011389
SWE-ABB	FIN-KEV	0.051184	1	1	0.051184
SWE-ABB	FIN-PUL	0.334643	1	1	0.334643
SWE-ABB	FIN-UKO	0.004923	1	1	0.004923
SWE-ABB	FIN-KAR	0.007398	1	1	0.007398
SWE-ABB	FIN-KRK	0.000125	1	1	0.000125
SWE-ABB	FIN-PYO	0.008371	1	1	0.008371
SWE-ABB	FIN-RYT	0.000233	1	1	0.000233
SWE-ABB	RUS-MAS	1.45E-06	1	1	1.45E-06
SWE-ABB	RUS-KRU	4.27E-06	1	1	4.27E-06
SWE-ABB	RUS-BOL	1.77E-07	1	1	1.77E-07
SWE-ABB	RUS-LEV	3.57E-07	1	1	3.57E-07
SWE-HAN	SWE-NAV	0.037619	1	1	0.037619
SWE-HAN	SWE-KIR	0.091117	1	1	0.091117
SWE-HAN	FIN-RII	0.041178	1	1	0.041178
SWE-HAN	FIN-KEV	0.007656	1	1	0.007656
SWE-HAN	FIN-PUL	0.345502	1	1	0.345502
SWE-HAN	FIN-UKO	0.003908	1	1	0.003908
SWE-HAN	FIN-KAR	0.061663	1	1	0.061663
SWE-HAN	FIN-KRK	0.017833	1	1	0.017833
SWE-HAN	FIN-PYO	0.398634	1	1	0.398634
SWE-HAN	FIN-RYT	0.179465	1	1	0.179465
SWE-HAN	RUS-MAS	0.006436	1	1	0.006436
SWE-HAN	RUS-KRU	0.037977	1	1	0.037977
SWE-HAN	RUS-BOL	0.000904	1	1	0.000904
SWE-HAN	RUS-LEV	0.001569	1	1	0.001569
SWE-NAV	SWE-KIR	0.020895	1	1	0.020895
SWE-NAV	FIN-RII	0.102064	1	1	0.102064
SWE-NAV	FIN-KEV	0.126827	1	1	0.126827
SWE-NAV	FIN-PUL	0.449323	1	1	0.449323
SWE-NAV	FIN-UKO	0.049689	1	1	0.049689
SWE-NAV	FIN-KAR	0.067448	1	1	0.067448
SWE-NAV	FIN-KRK	0.002362	1	1	0.002362
SWE-NAV	FIN-PYO	0.030747	1	1	0.030747
SWE-NAV	FIN-RYT	0.004116	1	1	0.004116
SWE-NAV	RUS-MAS	0.000511	1	1	0.000511
SWE-NAV	RUS-KRU	0.000177	1	1	0.000177
SWE-NAV	RUS-BOL	9.67E-05	1	1	9.67E-05
SWE-NAV	RUS-LEV	8.31E-05	1	1	8.31E-05
SWE-KIR	FIN-RII	0.677738	1	1	0.677738
SWE-KIR	FIN-KEV	0.071602	1	1	0.071602
SWE-KIR	FIN-PUL	0.189201	1	1	0.189201
SWE-KIR	FIN-UKO	0.326229	1	1	0.326229
SWE-KIR	FIN-KAR	0.216334	1	1	0.216334
SWE-KIR	FIN-KRK	0.592454	1	1	0.592454
SWE-KIR	FIN-PYO	0.7732	1	1	0.7732
SWE-KIR	FIN-RYT	0.548537	1	1	0.548537
SWE-KIR	RUS-MAS	0.243976	1	1	0.243976
SWE-KIR	RUS-KRU	0.150689	1	1	0.150689
SWE-KIR	RUS-BOL	0.422286	1	1	0.422286
SWE-KIR	RUS-LEV	0.086697	1	1	0.086697
FIN-RII	FIN-KEV	0.154591	1	1	0.154591
FIN-RII	FIN-PUL	0.238041	1	1	0.238041
FIN-RII	FIN-UKO	0.965286	1	1	0.965286
FIN-RII	FIN-KAR	0.513599	1	1	0.513599
FIN-RII	FIN-KRK	0.31564	1	1	0.31564
FIN-RII	FIN-PYO	0.426726	1	1	0.426726
FIN-RII	FIN-RYT	0.382444	1	1	0.382444
FIN-RII	RUS-MAS	0.163819	1	1	0.163819
FIN-RII	RUS-KRU	0.153284	1	1	0.153284
FIN-RII	RUS-BOL	0.239115	1	1	0.239115
FIN-RII	RUS-LEV	0.267578	1	1	0.267578
FIN-KEV	FIN-PUL	0.108868	1	1	0.108868
FIN-KEV	FIN-UKO	0.428634	1	1	0.428634
FIN-KEV	FIN-KAR	0.095198	1	1	0.095198
FIN-KEV	FIN-KRK	0.048988	1	1	0.048988
FIN-KEV	FIN-PYO	0.070003	1	1	0.070003
FIN-KEV	FIN-RYT	0.039414	1	1	0.039414
FIN-KEV	RUS-MAS	0.003865	1	1	0.003865
FIN-KEV	RUS-KRU	0.018203	1	1	0.018203
FIN-KEV	RUS-BOL	0.004941	1	1	0.004941
FIN-KEV	RUS-LEV	0.019579	1	1	0.019579
FIN-PUL	FIN-UKO	0.195705	1	1	0.195705
FIN-PUL	FIN-KAR	0.42851	1	1	0.42851
FIN-PUL	FIN-KRK	0.09583	1	1	0.09583
FIN-PUL	FIN-PYO	0.51805	1	1	0.51805
FIN-PUL	FIN-RYT	0.193433	1	1	0.193433
FIN-PUL	RUS-MAS	0.097599	1	1	0.097599
FIN-PUL	RUS-KRU	0.172168	1	1	0.172168
FIN-PUL	RUS-BOL	0.024116	1	1	0.024116
FIN-PUL	RUS-LEV	0.019436	1	1	0.019436
FIN-UKO	FIN-KAR	0.181521	1	1	0.181521
FIN-UKO	FIN-KRK	0.169703	1	1	0.169703
FIN-UKO	FIN-PYO	0.273411	1	1	0.273411
FIN-UKO	FIN-RYT	0.076612	1	1	0.076612
FIN-UKO	RUS-MAS	0.028289	1	1	0.028289
FIN-UKO	RUS-KRU	0.055997	1	1	0.055997
FIN-UKO	RUS-BOL	0.036109	1	1	0.036109
FIN-UKO	RUS-LEV	0.072194	1	1	0.072194
FIN-KAR	FIN-KRK	0.134828	1	1	0.134828
FIN-KAR	FIN-PYO	0.619841	1	1	0.619841
FIN-KAR	FIN-RYT	0.167709	1	1	0.167709
FIN-KAR	RUS-MAS	0.016371	1	1	0.016371
FIN-KAR	RUS-KRU	0.005506	1	1	0.005506
FIN-KAR	RUS-BOL	0.001533	1	1	0.001533
FIN-KAR	RUS-LEV	0.003712	1	1	0.003712
FIN-KRK	FIN-PYO	0.882871	1	1	0.882871
FIN-KRK	FIN-RYT	0.828578	1	1	0.828578
FIN-KRK	RUS-MAS	0.799973	1	1	0.799973
FIN-KRK	RUS-KRU	0.45585	1	1	0.45585
FIN-KRK	RUS-BOL	0.990208	1	1	0.990208
FIN-KRK	RUS-LEV	0.816357	1	1	0.816357
FIN-PYO	FIN-RYT	0.979944	1	1	0.979944
FIN-PYO	RUS-MAS	0.980611	1	1	0.980611
FIN-PYO	RUS-KRU	0.894223	1	1	0.894223
FIN-PYO	RUS-BOL	0.890639	1	1	0.890639
FIN-PYO	RUS-LEV	0.703152	1	1	0.703152
FIN-RYT	RUS-MAS	0.940947	1	1	0.940947
FIN-RYT	RUS-KRU	0.650147	1	1	0.650147
FIN-RYT	RUS-BOL	0.930227	1	1	0.930227
FIN-RYT	RUS-LEV	0.51053	1	1	0.51053
RUS-MAS	RUS-KRU	0.299796	1	1	0.299796
RUS-MAS	RUS-BOL	0.523264	1	1	0.523264
RUS-MAS	RUS-LEV	0.367436	1	1	0.367436
RUS-KRU	RUS-BOL	0.07985	1	1	0.07985
RUS-KRU	RUS-LEV	0.056602	1	1	0.056602
RUS-BOL	RUS-LEV	0.429078	1	1	0.429078
