Table S8. Detailed results qpWave testing of triples for the Baltic sea populations.
pop_fix pop_fix2 pop_test prank0_tail prank1_tail prank2_tail prank0_taildiff prank1_taildiff prank2_taildiff
RUS-LEV FRA-VEY POL-GDY 4.22516185e-70 0.409064324 1 1 3.46569817e-72 0.409064324
RUS-LEV FRA-VEY LAT-JAU 1.87448916e-64 0.109435375 1 1 8.25437923e-66 0.109435375
RUS-LEV FRA-VEY SWE-GOT 4.33317528e-63 0.365801337 1 1 4.73831664e-65 0.365801337
RUS-LEV FRA-VEY FIN-SEI 2.69580542e-62 0.227748396 1 1 5.32807475e-64 0.227748396
RUS-LEV FRA-VEY FIN-HEL 3.13025714e-62 0.0971174265 1 1 1.65613296e-63 0.0971174265
RUS-LEV FRA-VEY FIN-TVA 2.58065521e-62 0.368550731 1 1 2.84421298e-64 0.368550731
RUS-LEV FRA-VEY EST-PUR 5.90078445e-60 0.530035738 1 1 4.3006491e-62 0.530035738
RUS-LEV FRA-VEY SWE-BOL 9.53092592e-63 0.283356418 1 1 1.43611126e-64 0.283356418
RUS-LEV FRA-VEY FIN-HAM 4.46351493e-62 0.463123166 1 1 3.70092111e-64 0.463123166
RUS-LEV FRA-VEY FIN-KIV 1.70581899e-64 0.51100485 1 1 1.17889993e-66 0.51100485
RUS-LEV FRA-VEY SWE-BYN 1.31705089e-58 0.377258451 1 1 1.53519738e-60 0.377258451
RUS-LEV FRA-VEY SWE-ABB 1.34782648e-55 0.297741584 1 1 2.26125161e-57 0.297741584
RUS-LEV FRA-VEY SWE-HAN 1.52603788e-60 0.0379606843 1 1 2.38144465e-61 0.0379606843
RUS-LEV FRA-VEY SWE-NAV 1.12017736e-59 0.122447793 1 1 4.82656066e-61 0.122447793
RUS-LEV FRA-VEY SWE-KIR 1.05999667e-57 0.0695383342 1 1 9.04742376e-59 0.0695383342
RUS-LEV FRA-VEY FIN-RII 1.38672404e-58 0.358285351 1 1 1.72461178e-60 0.358285351
RUS-LEV FRA-VEY FIN-KEV 1.32397535e-55 0.0448799126 1 1 1.92985133e-56 0.0448799126
RUS-LEV FRA-VEY FIN-PUL 2.43237492e-61 0.480678726 1 1 1.95376699e-63 0.480678726
RUS-LEV FRA-VEY FIN-UKO 8.5858523e-58 0.0891798842 1 1 5.53489948e-59 0.0891798842
RUS-LEV FRA-VEY FIN-KAR 3.06222201e-59 0.601934553 1 1 1.9088562e-61 0.601934553
RUS-LEV FRA-VEY FIN-KRK 1.23084071e-59 0.665367931 1 1 6.59680995e-62 0.665367931
RUS-LEV FRA-VEY FIN-PYO 4.44163885e-59 0.570111185 1 1 2.99482662e-61 0.570111185
RUS-LEV FRA-VEY FIN-RYT 6.62345482e-59 0.377844557 1 1 7.65146357e-61 0.377844557
RUS-LEV FRA-VEY RUS-MAS 1.21117859e-61 0.209119099 1 1 2.68647937e-63 0.209119099
RUS-LEV FRA-VEY RUS-KRU 1.69012516e-58 0.0321420887 1 1 3.31563337e-59 0.0321420887
RUS-LEV FRA-VEY RUS-BOL 2.29187207e-64 0.306538642 1 1 3.02991573e-66 0.306538642
RUS-LEV DEN-RES SCO-HAR 1.70670618e-191 0.528898715 1 1 2.37975974e-194 0.528898715
RUS-LEV DEN-RES GBR-GRO 9.26396566e-165 0.243507373 1 1 4.25692105e-167 0.243507373
RUS-LEV DEN-RES BEL-MAL 1.08856675e-134 0.0058489146 1 1 4.22163274e-135 0.0058489146
RUS-LEV DEN-RES FRA-VEY 3.38452798e-68 0.0299913392 1 1 5.80829445e-69 0.0299913392
RUS-LEV DEN-RES DEN-NOR 8.31218079e-152 0.0194584641 1 1 7.43829737e-153 0.0194584641
RUS-LEV DEN-RES NOR-UGE 2.16329528e-56 0.591178215 1 1 1.4806666e-58 0.591178215
RUS-LEV DEN-RES NOR-KVN 6.25971429e-103 0.0320342494 1 1 5.63858611e-104 0.0320342494
RUS-LEV DEN-RES NOR-ENG 5.36343981e-101 0.0128379966 1 1 1.34094851e-101 0.0128379966
RUS-LEV DEN-RES SWE-FIS 9.69315381e-85 0.00956447458 1 1 4.24668823e-85 0.00956447458
RUS-LEV DEN-RES DEN-RES NA NA NA NA NA NA
RUS-LEV DEN-RES SWE-LUN 9.96481074e-58 0.223201281 1 1 2.2408733e-59 0.223201281
RUS-LEV DEN-RES GER-RUE 2.12652291e-77 0.103924773 1 1 7.70267297e-79 0.103924773
RUS-LEV DEN-RES NOR-ROY 9.25458423e-57 0.2617472 1 1 1.76244873e-58 0.2617472
RUS-LEV DEN-RES POL-GDY 1.5560041e-58 0.527027197 1 1 1.18148048e-60 0.527027197
RUS-LEV DEN-RES LAT-JAU 1.95149145e-54 0.658004037 1 1 1.20667894e-56 0.658004037
RUS-LEV DEN-RES SWE-GOT 1.98799704e-55 0.546275365 1 1 1.55184321e-57 0.546275365
RUS-LEV DEN-RES FIN-SEI 3.9099579e-54 0.666584385 1 1 2.39133343e-56 0.666584385
RUS-LEV DEN-RES FIN-HEL 4.98368632e-58 0.398038251 1 1 5.5062495e-60 0.398038251
RUS-LEV DEN-RES FIN-TVA 6.22319356e-57 0.74977387 1 1 2.97725263e-59 0.74977387
RUS-LEV DEN-RES EST-PUR 5.93215832e-54 0.918018645 1 1 2.15336802e-56 0.918018645
RUS-LEV DEN-RES SWE-BOL 1.76395716e-55 0.667027372 1 1 1.0416742e-57 0.667027372
RUS-LEV DEN-RES FIN-HAM 1.46960153e-54 0.801285722 1 1 6.71203383e-57 0.801285722
RUS-LEV DEN-RES FIN-KIV 1.25579895e-57 0.541671607 1 1 9.39366272e-60 0.541671607
RUS-LEV DEN-RES SWE-BYN 1.02337308e-54 0.485623812 1 1 9.50540717e-57 0.485623812
RUS-LEV DEN-RES SWE-ABB 2.25195246e-53 0.590927773 1 1 1.66447526e-55 0.590927773
RUS-LEV DEN-RES SWE-HAN 3.39289039e-59 0.0224624198 1 1 9.67322307e-60 0.0224624198
RUS-LEV DEN-RES SWE-NAV 1.54879936e-54 0.212827847 1 1 3.9838595e-56 0.212827847
RUS-LEV DEN-RES SWE-KIR 4.02348809e-55 0.0713485285 1 1 3.55179519e-56 0.0713485285
RUS-LEV DEN-RES FIN-RII 1.44075783e-55 0.41888851 1 1 1.58455183e-57 0.41888851
RUS-LEV DEN-RES FIN-KEV 2.37077315e-53 0.0745750412 1 1 2.08245163e-54 0.0745750412
RUS-LEV DEN-RES FIN-PUL 6.7226908e-55 0.50701189 1 1 5.87354846e-57 0.50701189
RUS-LEV DEN-RES FIN-UKO 8.87829354e-54 0.184678562 1 1 2.74870326e-55 0.184678562
RUS-LEV DEN-RES FIN-KAR 1.01386604e-55 0.697557359 1 1 5.57432676e-58 0.697557359
RUS-LEV DEN-RES FIN-KRK 2.89573024e-57 0.618892209 1 1 1.82041664e-59 0.618892209
RUS-LEV DEN-RES FIN-PYO 1.68924456e-59 0.5192702 1 1 1.27881912e-61 0.5192702
RUS-LEV DEN-RES FIN-RYT 1.57039092e-56 0.403031897 1 1 1.77101071e-58 0.403031897
RUS-LEV DEN-RES RUS-MAS 3.97616268e-56 0.215912851 1 1 9.66612402e-58 0.215912851
RUS-LEV DEN-RES RUS-KRU 6.18647857e-55 0.0335310204 1 1 1.26182146e-55 0.0335310204
RUS-LEV DEN-RES RUS-BOL 2.02693112e-55 0.340893129 1 1 2.89479254e-57 0.340893129
RUS-LEV DEN-NOR SCO-HAR 1.63130105e-189 0.184111607 1 1 8.52850371e-192 0.184111607
RUS-LEV DEN-NOR GBR-GRO 1.16602753e-168 0.165071903 1 1 8.19886161e-171 0.165071903
RUS-LEV DEN-NOR BEL-MAL 3.81769775e-148 0.00583588002 1 1 1.29649024e-148 0.00583588002
RUS-LEV DEN-NOR FRA-VEY 2.27298747e-184 0.509414611 1 1 3.52125707e-187 0.509414611
RUS-LEV DEN-NOR DEN-NOR NA NA NA NA NA NA
RUS-LEV DEN-NOR NOR-UGE 1.16718428e-165 0.769753671 1 1 1.16976179e-168 0.769753671
RUS-LEV DEN-NOR NOR-KVN 8.48043913e-156 0.9453898 1 1 6.37682871e-159 0.9453898
RUS-LEV DEN-NOR NOR-ENG 5.06656363e-168 0.751460842 1 1 5.16668324e-171 0.751460842
RUS-LEV DEN-NOR SWE-FIS 2.13986081e-159 0.387709388 1 1 5.82797247e-162 0.387709388
RUS-LEV DEN-NOR DEN-RES 8.31218079e-152 0.0194584641 1 1 7.43829737e-153 0.0194584641
RUS-LEV DEN-NOR SWE-LUN 3.4726282e-150 0.983611035 1 1 2.47575425e-153 0.983611035
RUS-LEV DEN-NOR GER-RUE 2.54957685e-160 0.589047321 1 1 3.9717812e-163 0.589047321
RUS-LEV DEN-NOR NOR-ROY 1.21665859e-146 0.0438834375 1 1 4.68746348e-148 0.0438834375
RUS-LEV DEN-NOR POL-GDY 3.05841199e-151 0.5908514 1 1 5.16170385e-154 0.5908514
RUS-LEV DEN-NOR LAT-JAU 9.68876842e-145 0.137370744 1 1 1.05065369e-146 0.137370744
RUS-LEV DEN-NOR SWE-GOT 7.38556215e-151 0.526476042 1 1 1.4640696e-153 0.526476042
RUS-LEV DEN-NOR FIN-SEI 2.0174501e-149 0.315012504 1 1 7.81128476e-152 0.315012504
RUS-LEV DEN-NOR FIN-HEL 3.6699658e-156 0.226143832 1 1 1.99037205e-158 0.226143832
RUS-LEV DEN-NOR FIN-TVA 4.56562511e-153 0.497445265 1 1 9.55793209e-156 0.497445265
RUS-LEV DEN-NOR EST-PUR 1.51693752e-148 0.674418591 1 1 2.17680274e-151 0.674418591
RUS-LEV DEN-NOR SWE-BOL 2.72956824e-148 0.518215265 1 1 5.66541222e-151 0.518215265
RUS-LEV DEN-NOR FIN-HAM 2.10219877e-149 0.566753653 1 1 3.82436943e-152 0.566753653
RUS-LEV DEN-NOR FIN-KIV 3.64906174e-150 0.749585822 1 1 4.39603918e-153 0.749585822
RUS-LEV DEN-NOR SWE-BYN 1.98732375e-162 0.449850443 1 1 4.35530675e-165 0.449850443
RUS-LEV DEN-NOR SWE-ABB 1.5277452e-141 0.351493786 1 1 5.58474901e-144 0.351493786
RUS-LEV DEN-NOR SWE-HAN 4.09315657e-152 0.0356848139 1 1 1.88031871e-153 0.0356848139
RUS-LEV DEN-NOR SWE-NAV 7.36890239e-145 0.103998193 1 1 1.09790196e-146 0.103998193
RUS-LEV DEN-NOR SWE-KIR 4.37525274e-150 0.0983958249 1 1 6.59815305e-152 0.0983958249
RUS-LEV DEN-NOR FIN-RII 7.77250871e-150 0.411915701 1 1 2.14343267e-152 0.411915701
RUS-LEV DEN-NOR FIN-KEV 1.5852798e-144 0.0526731129 1 1 5.09239488e-146 0.0526731129
RUS-LEV DEN-NOR FIN-PUL 1.63188329e-146 0.548462078 1 1 3.19326483e-149 0.548462078
RUS-LEV DEN-NOR FIN-UKO 1.43161212e-146 0.146010923 1 1 1.42093094e-148 0.146010923
RUS-LEV DEN-NOR FIN-KAR 1.13549475e-150 0.657357633 1 1 1.65692261e-153 0.657357633
RUS-LEV DEN-NOR FIN-KRK 7.0447626e-150 0.748718801 1 1 8.52561402e-153 0.748718801
RUS-LEV DEN-NOR FIN-PYO 4.8457392e-151 0.63063278 1 1 7.4777304e-154 0.63063278
RUS-LEV DEN-NOR FIN-RYT 4.36380221e-145 0.450459442 1 1 1.12377777e-147 0.450459442
RUS-LEV DEN-NOR RUS-MAS 1.26318047e-143 0.259308136 1 1 6.5601066e-146 0.259308136
RUS-LEV DEN-NOR RUS-KRU 1.63044462e-148 0.0286021284 1 1 9.88457381e-150 0.0286021284
RUS-LEV DEN-NOR RUS-BOL 6.0264272e-150 0.266636597 1 1 2.84429755e-152 0.266636597
RUS-LEV BEL-MAL SCO-HAR 4.60027324e-187 0.00909582734 1 1 6.94998476e-188 0.00909582734
RUS-LEV BEL-MAL GBR-GRO 1.26311471e-162 0.0764758719 1 1 2.25704862e-164 0.0764758719
RUS-LEV BEL-MAL BEL-MAL NA NA NA NA NA NA
RUS-LEV BEL-MAL FRA-VEY 5.07398235e-164 0.631758025 1 1 6.93170227e-167 0.631758025
RUS-LEV BEL-MAL DEN-NOR 3.81769775e-148 0.00583588002 1 1 1.29649024e-148 0.00583588002
RUS-LEV BEL-MAL NOR-UGE 2.39319725e-141 0.650082628 1 1 3.89167535e-144 0.650082628
RUS-LEV BEL-MAL NOR-KVN 8.9886387e-134 0.335144441 1 1 3.78079379e-136 0.335144441
RUS-LEV BEL-MAL NOR-ENG 2.73551413e-131 0.182701585 1 1 2.44921997e-133 0.182701585
RUS-LEV BEL-MAL SWE-FIS 1.80864181e-131 0.0246694747 1 1 1.53391568e-132 0.0246694747
RUS-LEV BEL-MAL DEN-RES 1.08856675e-134 0.0058489146 1 1 4.22163274e-135 0.0058489146
RUS-LEV BEL-MAL SWE-LUN 2.56643721e-133 0.979527407 1 1 2.20288185e-136 0.979527407
RUS-LEV BEL-MAL GER-RUE 7.98561339e-135 0.318211048 1 1 3.54067568e-137 0.318211048
RUS-LEV BEL-MAL NOR-ROY 6.35214067e-134 0.0170101145 1 1 7.86574164e-135 0.0170101145
RUS-LEV BEL-MAL POL-GDY 8.8796127e-135 0.500610926 1 1 2.21465973e-137 0.500610926
RUS-LEV BEL-MAL LAT-JAU 2.55332785e-134 0.0962997011 1 1 4.62618441e-136 0.0962997011
RUS-LEV BEL-MAL SWE-GOT 3.08129473e-135 0.585329873 1 1 6.19099832e-138 0.585329873
RUS-LEV BEL-MAL FIN-SEI 1.36782321e-134 0.327095871 1 1 5.87705445e-137 0.327095871
RUS-LEV BEL-MAL FIN-HEL 7.19838727e-138 0.304475003 1 1 3.26272896e-140 0.304475003
RUS-LEV BEL-MAL FIN-TVA 1.26644074e-134 0.430186385 1 1 3.85481522e-137 0.430186385
RUS-LEV BEL-MAL EST-PUR 7.13278766e-132 0.62524714 1 1 1.35513324e-134 0.62524714
RUS-LEV BEL-MAL SWE-BOL 1.55534554e-132 0.627186069 1 1 2.92090126e-135 0.627186069
RUS-LEV BEL-MAL FIN-HAM 3.49574396e-133 0.541742269 1 1 7.98084071e-136 0.541742269
RUS-LEV BEL-MAL FIN-KIV 9.35195626e-135 0.799234689 1 1 1.18899007e-137 0.799234689
RUS-LEV BEL-MAL SWE-BYN 6.41420128e-141 0.51689064 1 1 1.4378296e-143 0.51689064
RUS-LEV BEL-MAL SWE-ABB 5.05263694e-132 0.273193914 1 1 2.78082543e-134 0.273193914
RUS-LEV BEL-MAL SWE-HAN 2.90525864e-145 0.0262451009 1 1 1.99747575e-146 0.0262451009
RUS-LEV BEL-MAL SWE-NAV 5.41537453e-140 0.0441962718 1 1 2.21204803e-141 0.0441962718
RUS-LEV BEL-MAL SWE-KIR 1.46561773e-139 0.128664021 1 1 1.80576948e-141 0.128664021
RUS-LEV BEL-MAL FIN-RII 1.44143643e-138 0.442351786 1 1 4.06048924e-141 0.442351786
RUS-LEV BEL-MAL FIN-KEV 2.31661008e-136 0.0867495267 1 1 4.62334094e-138 0.0867495267
RUS-LEV BEL-MAL FIN-PUL 8.63575417e-137 0.499432462 1 1 2.11496394e-139 0.499432462
RUS-LEV BEL-MAL FIN-UKO 9.62082055e-137 0.164680722 1 1 9.17399962e-139 0.164680722
RUS-LEV BEL-MAL FIN-KAR 2.6762275e-140 0.557343877 1 1 5.4543827e-143 0.557343877
RUS-LEV BEL-MAL FIN-KRK 4.66404968e-138 0.717224286 1 1 6.78875859e-141 0.717224286
RUS-LEV BEL-MAL FIN-PYO 6.33908333e-136 0.700660447 1 1 9.77353652e-139 0.700660447
RUS-LEV BEL-MAL FIN-RYT 5.46514417e-144 0.410286415 1 1 1.604253e-146 0.410286415
RUS-LEV BEL-MAL RUS-MAS 1.36603719e-134 0.188588138 1 1 1.13719315e-136 0.188588138
RUS-LEV BEL-MAL RUS-KRU 1.59948718e-138 0.0213658329 1 1 1.47318721e-139 0.0213658329
RUS-LEV BEL-MAL RUS-BOL 2.47418497e-144 0.343907479 1 1 9.03562183e-147 0.343907479
